titulo,ano,link,numeros
Revista Brasileira de Ciências Sociais,2013,/j/rbcsoc/i/2013.v28n81/ ; /j/rbcsoc/i/2013.v28n82/ ; /j/rbcsoc/i/2013.v28n83/,3
Revista Brasileira de Ciências Sociais,2012,/j/rbcsoc/i/2012.v27n78/ ; /j/rbcsoc/i/2012.v27n79/ ; /j/rbcsoc/i/2012.v27n80/,3
Revista Brasileira de Ciências Sociais,2011,/j/rbcsoc/i/2011.v26n75/ ; /j/rbcsoc/i/2011.v26n76/ ; /j/rbcsoc/i/2011.v26n77/,3
Revista Brasileira de Ciências Sociais,2010,/j/rbcsoc/i/2010.v25n72/ ; /j/rbcsoc/i/2010.v25n73/ ; /j/rbcsoc/i/2010.v25n74/,3
Revista Brasileira de Ciências Sociais,2009,/j/rbcsoc/i/2009.v24n69/ ; /j/rbcsoc/i/2009.v24n70/ ; /j/rbcsoc/i/2009.v24n71/,3
Revista Brasileira de Ciências Sociais,2008,/j/rbcsoc/i/2008.v23n66/ ; /j/rbcsoc/i/2008.v23n67/ ; /j/rbcsoc/i/2008.v23n68/,3
Revista Brasileira de Ciências Sociais,2007,/j/rbcsoc/i/2007.v22n63/ ; /j/rbcsoc/i/2007.v22n64/ ; /j/rbcsoc/i/2007.v22n65/,3
Revista Brasileira de Ciências Sociais,2006,/j/rbcsoc/i/2006.v21n60/ ; /j/rbcsoc/i/2006.v21n61/ ; /j/rbcsoc/i/2006.v21n62/,3
Revista Brasileira de Ciências Sociais,2005,/j/rbcsoc/i/2005.v20n57/ ; /j/rbcsoc/i/2005.v20n58/ ; /j/rbcsoc/i/2005.v20n59/,3
Revista Brasileira de Ciências Sociais,2004,/j/rbcsoc/i/2004.v19n54/ ; /j/rbcsoc/i/2004.v19n55/ ; /j/rbcsoc/i/2004.v19n56/,3
Revista Brasileira de Ciências Sociais,2003,/j/rbcsoc/i/2003.v18n51/ ; /j/rbcsoc/i/2003.v18n52/ ; /j/rbcsoc/i/2003.v18n53/,3
Revista Brasileira de Ciências Sociais,2002,/j/rbcsoc/i/2002.v17n48/ ; /j/rbcsoc/i/2002.v17n49/ ; /j/rbcsoc/i/2002.v17n50/,3
Revista Brasileira de Ciências Sociais,2001,/j/rbcsoc/i/2001.v16n45/ ; /j/rbcsoc/i/2001.v16n46/ ; /j/rbcsoc/i/2001.v16n47/,3
Revista Brasileira de Ciências Sociais,2000,/j/rbcsoc/i/2000.v15n42/ ; /j/rbcsoc/i/2000.v15n43/ ; /j/rbcsoc/i/2000.v15n44/,3
Revista Brasileira de Ciências Sociais,2000,/j/rbcsoc/i/2000.nspe1/,1
Revista Brasileira de Ciências Sociais,1999,/j/rbcsoc/i/1999.v14n39/ ; /j/rbcsoc/i/1999.v14n40/ ; /j/rbcsoc/i/1999.v14n41/,3
Revista Brasileira de Ciências Sociais,1998,/j/rbcsoc/i/1998.v13n36/ ; /j/rbcsoc/i/1998.v13n37/ ; /j/rbcsoc/i/1998.v13n38/,3
Revista Brasileira de Ciências Sociais,1997,/j/rbcsoc/i/1997.v12n35/,1
Revista Brasileira de Educação,2021,/j/rbedu/i/2021.v26/,1
Revista Brasileira de Educação,2020,/j/rbedu/i/2020.v25/,1
Revista Brasileira de Educação,2019,/j/rbedu/i/2019.v24/,1
Revista Brasileira de Educação,2018,/j/rbedu/i/2018.v23/,1
Revista Brasileira de Educação,2017,/j/rbedu/i/2017.v22n68/ ; /j/rbedu/i/2017.v22n69/ ; /j/rbedu/i/2017.v22n70/ ; /j/rbedu/i/2017.v22n71/,4
Revista Brasileira de Educação,2016,/j/rbedu/i/2016.v21n64/ ; /j/rbedu/i/2016.v21n65/ ; /j/rbedu/i/2016.v21n66/ ; /j/rbedu/i/2016.v21n67/,4
Revista Brasileira de Educação,2015,/j/rbedu/i/2015.v20n60/ ; /j/rbedu/i/2015.v20n61/ ; /j/rbedu/i/2015.v20n62/ ; /j/rbedu/i/2015.v20n63/,4
Revista Brasileira de Educação,2014,/j/rbedu/i/2014.v19n56/ ; /j/rbedu/i/2014.v19n57/ ; /j/rbedu/i/2014.v19n58/ ; /j/rbedu/i/2014.v19n59/,4
Revista Brasileira de Educação,2013,/j/rbedu/i/2013.v18n52/ ; /j/rbedu/i/2013.v18n53/ ; /j/rbedu/i/2013.v18n54/ ; /j/rbedu/i/2013.v18n55/,4
Revista Brasileira de Educação,2012,/j/rbedu/i/2012.v17n49/ ; /j/rbedu/i/2012.v17n50/ ; /j/rbedu/i/2012.v17n51/,3
Revista Brasileira de Educação,2011,/j/rbedu/i/2011.v16n46/ ; /j/rbedu/i/2011.v16n47/ ; /j/rbedu/i/2011.v16n48/,3
Revista Brasileira de Educação,2010,/j/rbedu/i/2010.v15n43/ ; /j/rbedu/i/2010.v15n44/ ; /j/rbedu/i/2010.v15n45/,3
Revista Brasileira de Educação,2009,/j/rbedu/i/2009.v14n40/ ; /j/rbedu/i/2009.v14n41/ ; /j/rbedu/i/2009.v14n42/,3
Revista Brasileira de Educação,2008,/j/rbedu/i/2008.v13n37/ ; /j/rbedu/i/2008.v13n38/ ; /j/rbedu/i/2008.v13n39/,3
Revista Brasileira de Educação,2007,/j/rbedu/i/2007.v12n34/ ; /j/rbedu/i/2007.v12n35/ ; /j/rbedu/i/2007.v12n36/,3
Revista Brasileira de Educação,2006,/j/rbedu/i/2006.v11n31/ ; /j/rbedu/i/2006.v11n32/ ; /j/rbedu/i/2006.v11n33/,3
Revista Brasileira de Educação,2005,/j/rbedu/i/2005.n28/ ; /j/rbedu/i/2005.n29/ ; /j/rbedu/i/2005.n30/,3
Revista Brasileira de Educação,2004,/j/rbedu/i/2004.n25/ ; /j/rbedu/i/2004.n26/ ; /j/rbedu/i/2004.n27/,3
Revista Brasileira de Educação,2003,/j/rbedu/i/2003.n22/ ; /j/rbedu/i/2003.n23/ ; /j/rbedu/i/2003.n24/,3
Revista Brasileira de Educação,2002,/j/rbedu/i/2002.n19/ ; /j/rbedu/i/2002.n20/ ; /j/rbedu/i/2002.n21/,3
Revista Brasileira de Educação,2001,/j/rbedu/i/2001.n16/ ; /j/rbedu/i/2001.n17/ ; /j/rbedu/i/2001.n18/,3
Revista Brasileira de Educação,2000,/j/rbedu/i/2000.n14/ ; /j/rbedu/i/2000.n15/,2
Revista Brasileira de Educação Especial,2021,/j/rbee/i/2021.v27/,1
Revista Brasileira de Educação Especial,2020,/j/rbee/i/2020.v26n1/ ; /j/rbee/i/2020.v26n2/ ; /j/rbee/i/2020.v26n3/ ; /j/rbee/i/2020.v26n4/,4
Revista Brasileira de Educação Especial,2019,/j/rbee/i/2019.v25n1/ ; /j/rbee/i/2019.v25n2/ ; /j/rbee/i/2019.v25n3/ ; /j/rbee/i/2019.v25n4/,4
Revista Brasileira de Educação Especial,2018,/j/rbee/i/2018.v24n1/ ; /j/rbee/i/2018.v24n2/ ; /j/rbee/i/2018.v24n3/ ; /j/rbee/i/2018.v24n4/ ; /j/rbee/i/2018.v24nspe/,5
Revista Brasileira de Educação Especial,2017,/j/rbee/i/2017.v23n1/ ; /j/rbee/i/2017.v23n2/ ; /j/rbee/i/2017.v23n3/ ; /j/rbee/i/2017.v23n4/,4
Revista Brasileira de Educação Especial,2016,/j/rbee/i/2016.v22n1/ ; /j/rbee/i/2016.v22n2/ ; /j/rbee/i/2016.v22n3/ ; /j/rbee/i/2016.v22n4/,4
Revista Brasileira de Educação Especial,2015,/j/rbee/i/2015.v21n1/ ; /j/rbee/i/2015.v21n2/ ; /j/rbee/i/2015.v21n3/ ; /j/rbee/i/2015.v21n4/,4
Revista Brasileira de Educação Especial,2014,/j/rbee/i/2014.v20n1/ ; /j/rbee/i/2014.v20n2/ ; /j/rbee/i/2014.v20n3/ ; /j/rbee/i/2014.v20n4/,4
Revista Brasileira de Educação Especial,2013,/j/rbee/i/2013.v19n1/ ; /j/rbee/i/2013.v19n2/ ; /j/rbee/i/2013.v19n3/ ; /j/rbee/i/2013.v19n4/,4
Revista Brasileira de Educação Especial,2012,/j/rbee/i/2012.v18n1/ ; /j/rbee/i/2012.v18n2/ ; /j/rbee/i/2012.v18n3/ ; /j/rbee/i/2012.v18n4/,4
Revista Brasileira de Educação Especial,2011,/j/rbee/i/2011.v17n1/ ; /j/rbee/i/2011.v17n2/ ; /j/rbee/i/2011.v17n3/ ; /j/rbee/i/2011.v17nspe1/,4
Revista Brasileira de Educação Especial,2010,/j/rbee/i/2010.v16n1/ ; /j/rbee/i/2010.v16n2/ ; /j/rbee/i/2010.v16n3/,3
Revista Brasileira de Educação Especial,2009,/j/rbee/i/2009.v15n1/ ; /j/rbee/i/2009.v15n2/ ; /j/rbee/i/2009.v15n3/,3
Revista Brasileira de Educação Especial,2008,/j/rbee/i/2008.v14n1/ ; /j/rbee/i/2008.v14n2/ ; /j/rbee/i/2008.v14n3/,3
Revista Brasileira de Educação Especial,2007,/j/rbee/i/2007.v13n1/ ; /j/rbee/i/2007.v13n2/ ; /j/rbee/i/2007.v13n3/,3
Revista Brasileira de Educação Especial,2006,/j/rbee/i/2006.v12n1/ ; /j/rbee/i/2006.v12n2/ ; /j/rbee/i/2006.v12n3/,3
Revista Brasileira de Educação Especial,2005,/j/rbee/i/2005.v11n2/ ; /j/rbee/i/2005.v11n3/,2
Revista Brasileira de Educação Médica,2021,/j/rbem/i/2021.v45n1/ ; /j/rbem/i/2021.v45n2/ ; /j/rbem/i/2021.v45suppl1/,3
Revista Brasileira de Educação Médica,2020,/j/rbem/i/2020.v44n1/ ; /j/rbem/i/2020.v44n2/ ; /j/rbem/i/2020.v44n3/ ; /j/rbem/i/2020.v44n4/ ; /j/rbem/i/2020.v44suppl1/,5
Revista Brasileira de Educação Médica,2019,/j/rbem/i/2019.v43n1/ ; /j/rbem/i/2019.v43n2/ ; /j/rbem/i/2019.v43n3/ ; /j/rbem/i/2019.v43n4/ ; /j/rbem/i/2019.v43n1suppl1/,5
Revista Brasileira de Educação Médica,2018,/j/rbem/i/2018.v42n1/ ; /j/rbem/i/2018.v42n2/ ; /j/rbem/i/2018.v42n3/ ; /j/rbem/i/2018.v42n4/,4
Revista Brasileira de Educação Médica,2017,/j/rbem/i/2017.v41n1/ ; /j/rbem/i/2017.v41n2/ ; /j/rbem/i/2017.v41n3/ ; /j/rbem/i/2017.v41n4/,4
Revista Brasileira de Educação Médica,2016,/j/rbem/i/2016.v40n1/ ; /j/rbem/i/2016.v40n2/ ; /j/rbem/i/2016.v40n3/ ; /j/rbem/i/2016.v40n4/,4
Revista Brasileira de Educação Médica,2015,/j/rbem/i/2015.v39n1/ ; /j/rbem/i/2015.v39n2/ ; /j/rbem/i/2015.v39n3/ ; /j/rbem/i/2015.v39n4/,4
Revista Brasileira de Educação Médica,2014,/j/rbem/i/2014.v38n1/ ; /j/rbem/i/2014.v38n2/ ; /j/rbem/i/2014.v38n3/ ; /j/rbem/i/2014.v38n4/,4
Revista Brasileira de Educação Médica,2013,/j/rbem/i/2013.v37n1/ ; /j/rbem/i/2013.v37n2/ ; /j/rbem/i/2013.v37n3/ ; /j/rbem/i/2013.v37n4/,4
Revista Brasileira de Educação Médica,2012,/j/rbem/i/2012.v36n1/ ; /j/rbem/i/2012.v36n1suppl1/ ; /j/rbem/i/2012.v36n1suppl2/ ; /j/rbem/i/2012.v36n2/ ; /j/rbem/i/2012.v36n3/ ; /j/rbem/i/2012.v36n4/,6
Revista Brasileira de Educação Médica,2011,/j/rbem/i/2011.v35n1/ ; /j/rbem/i/2011.v35n2/ ; /j/rbem/i/2011.v35n3/ ; /j/rbem/i/2011.v35n4/,4
Revista Brasileira de Educação Médica,2010,/j/rbem/i/2010.v34n1/ ; /j/rbem/i/2010.v34n2/ ; /j/rbem/i/2010.v34n3/ ; /j/rbem/i/2010.v34n4/,4
Revista Brasileira de Educação Médica,2009,/j/rbem/i/2009.v33n1/ ; /j/rbem/i/2009.v33n2/ ; /j/rbem/i/2009.v33n3/ ; /j/rbem/i/2009.v33n4/ ; /j/rbem/i/2009.v33suppl1/,5
Revista Brasileira de Educação Médica,2008,/j/rbem/i/2008.v32n1/ ; /j/rbem/i/2008.v32n2/ ; /j/rbem/i/2008.v32n3/ ; /j/rbem/i/2008.v32n4/,4
Revista Brasileira de Educação Médica,2007,/j/rbem/i/2007.v31n1/ ; /j/rbem/i/2007.v31n2/ ; /j/rbem/i/2007.v31n3/,3
Revista Brasileira de Educação Médica,2006,/j/rbem/i/2006.v30n1/ ; /j/rbem/i/2006.v30n2/ ; /j/rbem/i/2006.v30n3/,3
Revista Brasileira de Educação Médica,2005,/j/rbem/i/2005.v29n1/ ; /j/rbem/i/2005.v29n2/ ; /j/rbem/i/2005.v29n3/,3
Revista Brasileira de Educação Médica,2004,/j/rbem/i/2004.v28n1/ ; /j/rbem/i/2004.v28n2/ ; /j/rbem/i/2004.v28n3/,3
Revista Brasileira de Educação Médica,2003,/j/rbem/i/2003.v27n1/ ; /j/rbem/i/2003.v27n2/,2
Revista Brasileira de Educação Médica,2000,/j/rbem/i/2000.v24n2/ ; /j/rbem/i/2000.v24n3/,2
Revista Brasileira de Educação Médica,1999,/j/rbem/i/1999.v23n1/ ; /j/rbem/i/1999.v23n2-3/,2
Revista Brasileira de Educação Médica,1998,/j/rbem/i/1998.v22n1/ ; /j/rbem/i/1998.v22n2-3/,2
Revista Brasileira de Educação Médica,1997,/j/rbem/i/1997.v21n1/ ; /j/rbem/i/1997.v21n2-3/,2
Revista Brasileira de Educação Médica,1996,/j/rbem/i/1996.v20n1/ ; /j/rbem/i/1996.v20n2-3/,2
Revista Brasileira de Educação Médica,1995,/j/rbem/i/1995.v19n1-3/,1
Revista Brasileira de Educação Médica,1994,/j/rbem/i/1994.v18n1/ ; /j/rbem/i/1994.v18n2/ ; /j/rbem/i/1994.v18n3/,3
Revista Brasileira de Educação Médica,1990,/j/rbem/i/1990.v14n1-3/,1
Revista Brasileira de Educação Médica,1989,/j/rbem/i/1989.v13n1-3/,1
Revista Brasileira de Educação Médica,1988,/j/rbem/i/1988.v12n1/ ; /j/rbem/i/1988.v12n2/,2
Revista Brasileira de Ensino de Física,2021,/j/rbef/i/2021.v43/ ; /j/rbef/i/2021.v43suppl1/,2
Revista Brasileira de Ensino de Física,2020,/j/rbef/i/2020.v42/,1
Revista Brasileira de Ensino de Física,2019,/j/rbef/i/2019.v41n1/ ; /j/rbef/i/2019.v41n2/ ; /j/rbef/i/2019.v41n3/ ; /j/rbef/i/2019.v41n4/ ; /j/rbef/i/2019.v41suppl1/,5
Revista Brasileira de Ensino de Física,2018,/j/rbef/i/2018.v40n1/ ; /j/rbef/i/2018.v40n2/ ; /j/rbef/i/2018.v40n3/ ; /j/rbef/i/2018.v40n4/,4
Revista Brasileira de Ensino de Física,2017,/j/rbef/i/2017.v39n1/ ; /j/rbef/i/2017.v39n2/ ; /j/rbef/i/2017.v39n3/ ; /j/rbef/i/2017.v39n4/,4
Revista Brasileira de Ensino de Física,2016,/j/rbef/i/2016.v38n1/ ; /j/rbef/i/2016.v38n2/ ; /j/rbef/i/2016.v38n3/ ; /j/rbef/i/2016.v38n4/,4
Revista Brasileira de Ensino de Física,2015,/j/rbef/i/2015.v37n1/ ; /j/rbef/i/2015.v37n2/ ; /j/rbef/i/2015.v37n3/ ; /j/rbef/i/2015.v37n4/,4
Revista Brasileira de Ensino de Física,2014,/j/rbef/i/2014.v36n1/ ; /j/rbef/i/2014.v36n2/ ; /j/rbef/i/2014.v36n3/ ; /j/rbef/i/2014.v36n4/,4
Revista Brasileira de Ensino de Física,2013,/j/rbef/i/2013.v35n1/ ; /j/rbef/i/2013.v35n2/ ; /j/rbef/i/2013.v35n3/ ; /j/rbef/i/2013.v35n4/,4
Revista Brasileira de Ensino de Física,2012,/j/rbef/i/2012.v34n1/ ; /j/rbef/i/2012.v34n2/ ; /j/rbef/i/2012.v34n3/ ; /j/rbef/i/2012.v34n4/,4
Revista Brasileira de Ensino de Física,2011,/j/rbef/i/2011.v33n1/ ; /j/rbef/i/2011.v33n2/ ; /j/rbef/i/2011.v33n3/ ; /j/rbef/i/2011.v33n4/,4
Revista Brasileira de Ensino de Física,2010,/j/rbef/i/2010.v32n1/ ; /j/rbef/i/2010.v32n2/ ; /j/rbef/i/2010.v32n3/ ; /j/rbef/i/2010.v32n4/,4
Revista Brasileira de Ensino de Física,2009,/j/rbef/i/2009.v31n1/ ; /j/rbef/i/2009.v31n2/ ; /j/rbef/i/2009.v31n3/ ; /j/rbef/i/2009.v31n4/,4
Revista Brasileira de Ensino de Física,2008,/j/rbef/i/2008.v30n1/ ; /j/rbef/i/2008.v30n2/ ; /j/rbef/i/2008.v30n3/ ; /j/rbef/i/2008.v30n4/,4
Revista Brasileira de Ensino de Física,2007,/j/rbef/i/2007.v29n1/ ; /j/rbef/i/2007.v29n2/ ; /j/rbef/i/2007.v29n3/ ; /j/rbef/i/2007.v29n4/,4
Revista Brasileira de Ensino de Física,2006,/j/rbef/i/2006.v28n1/ ; /j/rbef/i/2006.v28n2/ ; /j/rbef/i/2006.v28n3/ ; /j/rbef/i/2006.v28n4/,4
Revista Brasileira de Ensino de Física,2005,/j/rbef/i/2005.v27n1/ ; /j/rbef/i/2005.v27n2/ ; /j/rbef/i/2005.v27n3/ ; /j/rbef/i/2005.v27n4/,4
Revista Brasileira de Ensino de Física,2004,/j/rbef/i/2004.v26n1/ ; /j/rbef/i/2004.v26n2/ ; /j/rbef/i/2004.v26n3/ ; /j/rbef/i/2004.v26n4/,4
Revista Brasileira de Ensino de Física,2003,/j/rbef/i/2003.v25n1/ ; /j/rbef/i/2003.v25n2/ ; /j/rbef/i/2003.v25n3/ ; /j/rbef/i/2003.v25n4/,4
Revista Brasileira de Ensino de Física,2002,/j/rbef/i/2002.v24n1/ ; /j/rbef/i/2002.v24n2/ ; /j/rbef/i/2002.v24n3/ ; /j/rbef/i/2002.v24n4/,4
Revista Brasileira de Ensino de Física,2001,/j/rbef/i/2001.v23n2/ ; /j/rbef/i/2001.v23n3/ ; /j/rbef/i/2001.v23n4/,3
Revista Brasileira de Estudos Pedagógicos,2020,/j/rbeped/i/2020.v101n257/ ; /j/rbeped/i/2020.v101n258/ ; /j/rbeped/i/2020.v101n259/,3
Revista Brasileira de Estudos Pedagógicos,2019,/j/rbeped/i/2019.v100n254/ ; /j/rbeped/i/2019.v100n255/ ; /j/rbeped/i/2019.v100n256/,3
Revista Brasileira de Estudos Pedagógicos,2018,/j/rbeped/i/2018.v99n251/ ; /j/rbeped/i/2018.v99n252/ ; /j/rbeped/i/2018.v99n253/,3
Revista Brasileira de Estudos Pedagógicos,2017,/j/rbeped/i/2017.v98n248/ ; /j/rbeped/i/2017.v98n249/ ; /j/rbeped/i/2017.v98n250/,3
Revista Brasileira de Estudos Pedagógicos,2016,/j/rbeped/i/2016.v97n245/ ; /j/rbeped/i/2016.v97n246/ ; /j/rbeped/i/2016.v97n247/,3
Revista Brasileira de Estudos Pedagógicos,2015,/j/rbeped/i/2015.v96n242/ ; /j/rbeped/i/2015.v96n243/ ; /j/rbeped/i/2015.v96n244/,3
Revista Brasileira de Estudos Pedagógicos,2014,/j/rbeped/i/2014.v95n239/ ; /j/rbeped/i/2014.v95n240/ ; /j/rbeped/i/2014.v95n241/,3
Revista Brasileira de Estudos Pedagógicos,2013,/j/rbeped/i/2013.v94n236/ ; /j/rbeped/i/2013.v94n237/ ; /j/rbeped/i/2013.v94n238/,3
Revista Brasileira de Estudos Pedagógicos,2012,/j/rbeped/i/2012.v93n235/,1
Revista Brasileira de Geriatria e Gerontologia,2021,/j/rbgg/i/2021.v24n1/ ; /j/rbgg/i/2021.v24n6/,2
Revista Brasileira de Geriatria e Gerontologia,2020,/j/rbgg/i/2020.v23n1/ ; /j/rbgg/i/2020.v23n2/ ; /j/rbgg/i/2020.v23n3/ ; /j/rbgg/i/2020.v23n4/ ; /j/rbgg/i/2020.v23n5/ ; /j/rbgg/i/2020.v23n6/,6
Revista Brasileira de Geriatria e Gerontologia,2019,/j/rbgg/i/2019.v22n1/ ; /j/rbgg/i/2019.v22n2/ ; /j/rbgg/i/2019.v22n3/ ; /j/rbgg/i/2019.v22n4/ ; /j/rbgg/i/2019.v22n5/ ; /j/rbgg/i/2019.v22n6/,6
Revista Brasileira de Geriatria e Gerontologia,2018,/j/rbgg/i/2018.v21n1/ ; /j/rbgg/i/2018.v21n2/ ; /j/rbgg/i/2018.v21n3/ ; /j/rbgg/i/2018.v21n4/ ; /j/rbgg/i/2018.v21n5/ ; /j/rbgg/i/2018.v21n6/,6
Revista Brasileira de Geriatria e Gerontologia,2017,/j/rbgg/i/2017.v20n1/ ; /j/rbgg/i/2017.v20n2/ ; /j/rbgg/i/2017.v20n3/ ; /j/rbgg/i/2017.v20n4/ ; /j/rbgg/i/2017.v20n5/ ; /j/rbgg/i/2017.v20n6/,6
Revista Brasileira de Geriatria e Gerontologia,2016,/j/rbgg/i/2016.v19n1/ ; /j/rbgg/i/2016.v19n2/ ; /j/rbgg/i/2016.v19n3/ ; /j/rbgg/i/2016.v19n4/ ; /j/rbgg/i/2016.v19n5/ ; /j/rbgg/i/2016.v19n6/,6
Revista Brasileira de Geriatria e Gerontologia,2015,/j/rbgg/i/2015.v18n1/ ; /j/rbgg/i/2015.v18n2/ ; /j/rbgg/i/2015.v18n3/ ; /j/rbgg/i/2015.v18n4/,4
Revista Brasileira de Geriatria e Gerontologia,2014,/j/rbgg/i/2014.v17n1/ ; /j/rbgg/i/2014.v17n2/ ; /j/rbgg/i/2014.v17n3/ ; /j/rbgg/i/2014.v17n4/,4
Revista Brasileira de Geriatria e Gerontologia,2013,/j/rbgg/i/2013.v16n1/ ; /j/rbgg/i/2013.v16n2/ ; /j/rbgg/i/2013.v16n3/ ; /j/rbgg/i/2013.v16n4/,4
Revista Brasileira de Geriatria e Gerontologia,2012,/j/rbgg/i/2012.v15n1/ ; /j/rbgg/i/2012.v15n2/ ; /j/rbgg/i/2012.v15n3/ ; /j/rbgg/i/2012.v15n4/,4
Revista Brasileira de Geriatria e Gerontologia,2011,/j/rbgg/i/2011.v14n1/ ; /j/rbgg/i/2011.v14n2/ ; /j/rbgg/i/2011.v14n3/ ; /j/rbgg/i/2011.v14n4/,4
Revista Brasileira de Geriatria e Gerontologia,2010,/j/rbgg/i/2010.v13n1/ ; /j/rbgg/i/2010.v13n2/ ; /j/rbgg/i/2010.v13n3/,3
Revista Brasileira de Geriatria e Gerontologia,2009,/j/rbgg/i/2009.v12n1/ ; /j/rbgg/i/2009.v12n2/ ; /j/rbgg/i/2009.v12n3/,3
Revista Brasileira de Geriatria e Gerontologia,2008,/j/rbgg/i/2008.v11n1/ ; /j/rbgg/i/2008.v11n2/ ; /j/rbgg/i/2008.v11n3/,3
Revista Brasileira de Geriatria e Gerontologia,2007,/j/rbgg/i/2007.v10n1/ ; /j/rbgg/i/2007.v10n2/ ; /j/rbgg/i/2007.v10n3/,3
Revista Brasileira de Geriatria e Gerontologia,2006,/j/rbgg/i/2006.v9n2/ ; /j/rbgg/i/2006.v9n3/,2
Revista Brasileira de História,2021,/j/rbh/i/2021.v41n86/,1
Revista Brasileira de História,2020,/j/rbh/i/2020.v40n83/ ; /j/rbh/i/2020.v40n84/ ; /j/rbh/i/2020.v40n85/,3
Revista Brasileira de História,2019,/j/rbh/i/2019.v39n80/ ; /j/rbh/i/2019.v39n81/ ; /j/rbh/i/2019.v39n82/,3
Revista Brasileira de História,2018,/j/rbh/i/2018.v38n77/ ; /j/rbh/i/2018.v38n78/ ; /j/rbh/i/2018.v38n79/,3
Revista Brasileira de História,2017,/j/rbh/i/2017.v37n74/ ; /j/rbh/i/2017.v37n75/ ; /j/rbh/i/2017.v37n76/,3
Revista Brasileira de História,2016,/j/rbh/i/2016.v36n71/ ; /j/rbh/i/2016.v36n72/ ; /j/rbh/i/2016.v36n73/,3
Revista Brasileira de História,2015,/j/rbh/i/2015.v35n69/ ; /j/rbh/i/2015.v35n70/,2
Revista Brasileira de História,2014,/j/rbh/i/2014.v34n67/ ; /j/rbh/i/2014.v34n68/,2
Revista Brasileira de História,2013,/j/rbh/i/2013.v33n65/ ; /j/rbh/i/2013.v33n66/,2
Revista Brasileira de História,2012,/j/rbh/i/2012.v32n63/ ; /j/rbh/i/2012.v32n64/,2
Revista Brasileira de História,2011,/j/rbh/i/2011.v31n61/ ; /j/rbh/i/2011.v31n62/,2
Revista Brasileira de História,2010,/j/rbh/i/2010.v30n59/ ; /j/rbh/i/2010.v30n60/,2
Revista Brasileira de História,2009,/j/rbh/i/2009.v29n57/ ; /j/rbh/i/2009.v29n58/,2
Revista Brasileira de História,2008,/j/rbh/i/2008.v28n55/ ; /j/rbh/i/2008.v28n56/,2
Revista Brasileira de História,2007,/j/rbh/i/2007.v27n53/ ; /j/rbh/i/2007.v27n54/,2
Revista Brasileira de História,2006,/j/rbh/i/2006.v26n51/ ; /j/rbh/i/2006.v26n52/,2
Revista Brasileira de História,2005,/j/rbh/i/2005.v25n49/ ; /j/rbh/i/2005.v25n50/,2
Revista Brasileira de História,2004,/j/rbh/i/2004.v24n47/ ; /j/rbh/i/2004.v24n48/,2
Revista Brasileira de História,2003,/j/rbh/i/2003.v23n45/ ; /j/rbh/i/2003.v23n46/,2
Revista Brasileira de História,2002,/j/rbh/i/2002.v22n43/ ; /j/rbh/i/2002.v22n44/,2
Revista Brasileira de História,2001,/j/rbh/i/2001.v21n40/ ; /j/rbh/i/2001.v21n41/ ; /j/rbh/i/2001.v21n42/,3
Revista Brasileira de História,2000,/j/rbh/i/2000.v20n39/,1
Revista Brasileira de História,1999,/j/rbh/i/1999.v19n37/ ; /j/rbh/i/1999.v19n38/,2
Revista Brasileira de História,1998,/j/rbh/i/1998.v18n35/ ; /j/rbh/i/1998.v18n36/,2
Revista Brasileira de História,1997,/j/rbh/i/1997.v17n34/,1
Revista Brasileira de História da Educação,2021,/j/rbhe/i/2021.v21/,1
Revista Brasileira de História da Educação,2020,/j/rbhe/i/2020.v20/,1
Revista Brasileira de História da Educação,2019,/j/rbhe/i/2019.v19/,1
Revista Brasileira de História da Educação,2018,/j/rbhe/i/2018.v18/,1
Revista Brasileira de Política Internacional,2021,/j/rbpi/i/2021.v64n1/ ; /j/rbpi/i/2021.v64n2/,2
Revista Brasileira de Política Internacional,2020,/j/rbpi/i/2020.v63n1/ ; /j/rbpi/i/2020.v63n2/,2
Revista Brasileira de Política Internacional,2019,/j/rbpi/i/2019.v62n1/ ; /j/rbpi/i/2019.v62n2/,2
Revista Brasileira de Política Internacional,2018,/j/rbpi/i/2018.v61n1/ ; /j/rbpi/i/2018.v61n2/,2
Revista Brasileira de Política Internacional,2017,/j/rbpi/i/2017.v60n1/ ; /j/rbpi/i/2017.v60n2/,2
Revista Brasileira de Política Internacional,2016,/j/rbpi/i/2016.v59n1/ ; /j/rbpi/i/2016.v59n2/,2
Revista Brasileira de Política Internacional,2015,/j/rbpi/i/2015.v58n1/ ; /j/rbpi/i/2015.v58n2/,2
Revista Brasileira de Política Internacional,2014,/j/rbpi/i/2014.v57n1/ ; /j/rbpi/i/2014.v57n2/ ; /j/rbpi/i/2014.v57nspe/,3
Revista Brasileira de Política Internacional,2013,/j/rbpi/i/2013.v56n1/ ; /j/rbpi/i/2013.v56n2/,2
Revista Brasileira de Política Internacional,2012,/j/rbpi/i/2012.v55n1/ ; /j/rbpi/i/2012.v55n2/ ; /j/rbpi/i/2012.v55nspe/,3
Revista Brasileira de Política Internacional,2011,/j/rbpi/i/2011.v54n1/ ; /j/rbpi/i/2011.v54n2/,2
Revista Brasileira de Política Internacional,2010,/j/rbpi/i/2010.v53n1/ ; /j/rbpi/i/2010.v53n2/ ; /j/rbpi/i/2010.v53nspe/,3
